Comment
Amad chơi tiền đạo mới chuẩn hay quá tr❤
Ông thủ môn trận trước đâu rồi. Bắt hay thế mà
"Atony trình độ hạng 2 mà cứ bắt nó đá ngoại hạng, khổ thân cười nhạt 😂"
"Cuộc đua giờ mới bắt đầu với MU. 


Nhưng mà đua trụ hạng"
Fan MU mãi đỉnh
Cái thằng ganatro nó giỡ trời đất luôn mà kg bạn nó đi trời
Bán thằng antony đi
Phút 6:38 không ngờ antony có thể đá như vậy😂
Vẫn dưới top 10 mới chán
Nên cho thg garnacho với antony cút ngay đá j mà bỏ lỡ cơ hội quài tối xem mà nóng máu
Phải công nhận Garnacho đá như hạch
Garnacho đá như cái con cac
tuyệt vời anh long :)))
Diallo bị underrated quá😢
"ngày xưa các fan MU còn chê Arseal top 4😅😅😅 chú tư
giờ Mu tốp 13 😂"
Xem quài ko chán
mong cả đội giữ vững phong độ
onana đã rất cố gắng +1
"Mấy ông thần MU, coi tân binh ngta đá kìa"
Tai lang vl luon 🔥
hay
Chỉ có đá với MU thì Sou mới có bàn thắng 😂😂😂
"Voi rừng mới của mu,chelsea chúc mừng mu❤❤❤"
Như một vì tinh tú 😂
lolmesss anh Long vẫn là cái gì đó khó giải thích 🐤🐤🐤🐤
f.b 6.8 Thiên đường giải trí đỉnh cao
Amad đá hay nhỉ
Quá hay-f.b 6.8 vẫn đang phát Lộc nha ae
F.b 6.8 uy tín số một
tôi lại thấy bàn thứ 2 có dáu ấn vô cùng bản lĩnh điệu nghệ của iRON MAN Eriksen  à nha...phút đó mà có thể điềm nhiên chạm bóng một cách vô cùng chuyên nghiệp như thế...đánh giá rất cao số 14 của MU
Hãy lam
Môi amad biết ghi bàn.. đáng báo động
Ae mu mãi đỉnh
Kèo thơm kiếm tiền tỷ 6.8.G.A.M.E-B.A.I
"Mu ngoài amad, casemiro thì mấy thằng còn lại rất điệu và tích màu mè"
đồng hành cùng f.b.6.8 nào
YORO đá thế thì chịu
Fan mu to
Cu cháu dialo này trận nào đá cũg nhiệt
Bán mẹ thằng antony đi phế vật vãi cả ra
Bán mẹ thằng antony đi phế vật vãi cả ra
đang tính đi ngủ
"Mé tôi đến lạy cụ Antony cơ hội thế mà ko ghi bàn được 
Đúng là 100m euro thời này khác trước quá........"
Chúc mừng MU
nacho thật sự khâu dứt điểm quá yếu
Cẩu thủ trẻ gánh cả tim❤❤❤❤
Blv hay quá  ...
Tuy ko fan Mu nhưng tài năng trẻ này cháy quá mong anh sẽ phát triển hơn❤
Cuộc đua chỉ mới bắt đầu thôi...... Đua trụ hạng 🤡
A Long 
Quả bóng vàng đay chứ đâu😂
Để kiếm đc lúa như tôi nên chơi cùng trên con 68.G.A.M.E - BAI
Ạn tô niiii😂
"chúc mừng Amad Diallo, chúc mừng Man United"
MU COI NHỚ CR7 SIU🎉❤
Amad Time từ sau thời Sir có lẽ Amad là cầu thủ duy nhất có duyên ghi bàn cuối trận như vậy
Thần đằng antony hậu vệ luôn mà 😂
MU nên vứt cmn Ganacho’ vs Ăntonny ra chuồng gà đi thì hơn :))
Đã từng có những khoảng thời gian amad bị chê trách rằng a thiếu nhiệt huyết nhưng giờ a đã chứng minh bằng 1 cú hattrick trong 10p 1 tinh thần rất quỷ đỏ 🔥🔥
Fugi time đã trở lại
Sulemana chạy nhanh khủng khiếp .Tiền đạo của southamton vip quá
Ko có AMAD thì MU ăn gà khoả thân rồi
Trận sau lại thua mong xuống hạng đi cho sạch sẽ
Garnacho cook thôi. Đá đấm như thế thì ra sân làm gì
Amad chơi quá hay hầu như là gánh cả cái mu
"mong mấy ô kia nhìn e nó mà nhiệt huyết , lương thấp - ko đòi hỏi - chỉ mong đc cống hiến , đấy mới là chân chính"
Mờu lên mua sunemala về đá cánh.. còn trẻ.. khỏe.. có tốc độ. Kỹ thuật
g
Amad Diallo 3 - 1  Southampton :v
"Ô nhiễm, thật ô nhiễm Cái ĐCMCM, hôm nay không khí thật thoáng đãng, hứa hẹn 1 ngày tràn đầy năng lượng đây ❤🥰😍"
ra hang thoiii
Thật sự dù thế nào Amat diallo một tài năng nổi bật và nhiệt huyết vẫn là cầu thủ cứu sinh cúa mu
.
"-Sống trong giàu sang như Liverpool và Chelsea hay MC => Thật là nhàm chán 
- Sống cùng Lũ Quỷ 👹mà Phê phê đông vui có bạn ntn nó mới k nhàm chán 🎉🎉🎉🎉"
"Thàg nhóc, chạy cả mặt sân, gánh cả MU"
"Đánh cái tài , tưởh đi đảo rồi sáng dậy thấy tiền về mới ảo haha"
Ông kiến tạo quả thứ 3 cho Amad là con rể Roy Kean 😂😂😂
ganacho chính là khuyết điểm của MU hiện tại
thằng nào coi xong trận Ars kêu đem Onana dự bị đâu hết rồi ???
ganacho chuyên chuyển hoá bàn thắng thành cơ hội
Onana trận này chụp chắc và hay vãiii
Đôi nay ma  thua thi  chiu. Mu
Lâu lâu lại thấy MU thắng cái thik quá đi ❤
Còn Ganacho với Rasfros là còn khổ
lạy thằng ganacho
Quá tuyệt vời mu
Amad Ê Tô
Thích thủ môn người Thổ Nhĩ Kỳ thay thế Onana đi Onana là đồ ăn hại thôi chẳng được gì đâu
Khổ thân mấy thanh niên hay hít thở ko khí trong lành nay lặn cmn đâu hết r=))))))
🔥🔥🔥
Onana trận này ma nhập
Vcl trận này mà thằng southampton nó thắng thì kiểu gì cno cũng khen Southampton mạnh với khó chịu cho mà xem :)))) bọn xem bóng đá 3 phải
"Man U chấp 1.5 và nhà cái đã làm
Mọi thứ cho Man U lượm kèo 😂😂😂😂😂😂😂"
Fan Mu thả tim nào 🎉🎉🎉❤
toàn cầu thủ mu ghi bàn:)
drogba thứ 2 à:)
Ra khỏi hang được vài ngày😂
Câu cuối của blv amad diealo vs showthamton😅 chuẩn quá
Mu da chan bo me
cầu thủ chăm pressing nhất đội
Fan mc đâu điểm danh man lz😅
Đây là mu của tui muốn thấy nhất phiên bản bù giờ
Garacho đá ngu như chó
"A Long giờ nên nhập quốc tịch VN, đá cho VN để cứu vãn sự nghiệp. Kkk"
mọe thk onana nguuu vc
Long bảo 1 cám ơn e :)))
Mu hồi sinh rồi ạ sẽ chiến thắng rồi vui vẻ ạ
Anh Long cháy vl
trang này của bọn mnsđ hả ae
arsenal ơi hãy mang amad về emirates
Antony như cc
"Quá kinh, Amad"
quả tk antony vậy cũng ko vào😂
"Cậu này đá trận nào cũng nhiệt, tranh chấp k ngừng nghỉ, nhỏ con mà khỏe thật 😮"
SOU nhiều thằng đá hay phết
6:37  phòng ngự hay
"mình xem xong mà mình chảy nước mắt 1 phần có lẽ vì hạnh phúc , 1 phần có lẽ vì hàng công nó tồi đến nỗi , giờ 1 để 1 đứa tân binh , nhỏ tuổi nó gánh . vừa hạnh phúc vừa thất vọng"
amad làm hacktrick luôn
nhìn MU ăn đội trụ hạng như ăn mừng vô địch thấy chát ngắt v
Chỉ mong garnachoo  đá trúng đính thôi đã khó
Ko hiểu ông hlv vẫn còn giữ thằng tony và nacho
Có rất nhiều cầu thủ ko đủ tư cách mặc lên chiếc áo quỷ đỏ.
Amad gánh quá hay
antony chân sắt chứ gỗ gì nữa
Amad  cú đúp hattrich
Cho thằng ganocho vào đá nhìn chán
"Amad hay thật nhg nếu nhiều ng xem cả trận và để ý thì de ligt có trận đấu quá hay. Không chiến tốt, đánh chặn   tốt và rất nhiệt"
thật sự mình rất có thiện cảm với hlv mới này hi vọng mu sẽ lột xác để có thêm những trận đấu hay tiếp theo.
.
Cháu rash4 nhìn Amad cho kỹ vào mà học tập
tương lai của Mu đây chứ đâu là cầu thủ trẻ mà lò đào tạo của Mu đào tạo ra em ấy chứng minh cho mọi người thấy tuổi trẻ tài cao đàn anh không làm gì được không sao đã có đàn em lo mình là fan của Mu lâu năm rất rất hy vọng từ nay trở đi các ông chủ ban lãnh đạo và huấn luyện viên không bao giờ bán hoặc cho mượn các cầu thủ trẻ mà lò đào tạo của Mu đã đào tạo ra Mu mãi mãi đỉnh mãi mãi yêu Mu
Amad và Onana quá đáng khen🎉
"Chỉ ở f.b.6.8, mình mới tìm được cả niềm vui và cơ hội thắng lớn. Không thử tiếc lắm!"""
"Mặc dù tôi là một fans thời vụ""nửa mùa""của MU.Nhưng thực sự mà nói thì chất lượng đội hình của MU mùa này là tệ nhất trong 40 năm qua.Kể từ sau thời của George Best."
Amad đá càng ngày càng hay
Hai ông kễnh atony vs ganacho đá như chấp người
yoyo làm cc gì v fang ngay chứ chần chừ vcl
"Trận sau gặp binton mới biết nhé,thắng t20"
"A long vẫn như ngày nào,phong độ là nhất thời ""đẳng cấp mới là mãi mãi""....😂😂😂"
"Antony
Bợ đít cho ama diallot cũng chưa đc nê đá"
Giờ vẫn còn hãnh diện là fan m ngu. Rớt hạng nhé
Quỷ đỏ rực rỡ bầu trời châu âu
Hôm nay mu hoá thú
Antony và Garnacho xuống phong độ rồi
Diallo nhỏ con mà chạy kinh thật👍. Nhanh như sóc
Thằng cánh trái của south không khác gì rô vẩu. Kinh thật sự
Liệu mu có xuống hạng
Mu cố lên nhé
Thật điên rồ con quỷ nhỏ Diallo 🎉
"Đá đội bét bảng còn chật vật  như v,cứ có ganacho vs anthony xem như chấp người  ,còn onana bắt hay nhưng cẩu thả ôi đội bóng k đủ người để lựa chọn"
qua kinh khủng không thể tin được vào mắt lúc coi gần hết trận là chán lắm rồi muốn tắt nhưng cảm ơn vì đã chọn ở lại và xem được khoảng khắc này
Thằng Ganacho có đá được gì đâu cho nó vô hết trận
Lâu rồi chưa thấy Mu ai đc Hát trick
Thủ môn sou trượt cỏ ăn mừng bàn thắng của amad 😂
Chúa antony biết amad gánh rồi nên đá chill chill tý cho south chủ quan🤣🤣
Đấy đá phải như vậy có thua có bị chê cũng được
Hãy bán onana
Cuối cùng thì truyền nhân dòng máu quỷ cũng trở lại rồi 😂😂
Mu nếu mà  xuống hạng thì  cũng k có  gì  lạ  cả  với  kiểu  đá  như  thế  này
BLV K+ không làm ae thất vọng
Phế vật.ganacho.biến bàn thắng thành cơ hội
Trận này dialo gánh mu
"Mu bây giờ đá vs lào vs Campuchia hay tháilan đồ,chứ mu ko có vé đá vs việt nam được."
quả cuối thủ môn southampton ăn mừng khi bị thủng lưới
Glory Manchester United 👹🔴👏👏👏
Thằng granacho chân gổ thật sự
Phế vật Antony
"Compa nên bán nhanh dc rồi, kêu gào ko dc vào sân thi đấu tới lúc vào chỉ làm trò hề chả dc tích sự j"
Cái thằng ăn hại ô nana với thằng Long Antony   này nữa nên bán 2 thằng này đi may ra MU mới tốt lên đc
onana phản xạ chậm vl nhiều pha vậy rồi
10 người trên sân một mình chơi bóng
Thay Anthony bằng Xuân Son là vào rồi😂
Hay lắm Amad nhờ chú mà tôi ăn dc 2 triệu😊
"tôi đã không hy vọng gì để chứng kiến 1 cầu thu mu lập hat trick kể từ khi cr7 ra đi, nhưng hôm nay amad làm được điều đó, cậu ấy xứng đáng"
Đầu 🐶 ganacho nhìn mà học hỏi
AMAD nhỏ nhưng thật sự nhanh nhẹn.
Fan cái lmm mấy th đần :))
hay
Antonyyyyyyyy
Cụ Sen tỉa bóng đẹp quá
Còn chờ gì mà ko chơi trên con trang 68.G.A.M.E - BAI rất ok nha
lão amad này gánh mu mấy lần
Fan Mc mà thấy mu đá hay quá❤❤
Cho thằng R9 ra dự bị là thấy ok liền
"Vẫn phải nói là tôi đặt tên ingame của tôi là AmadRoo. Là gồm idol số 1 Rooney và cu em Amad này từ cái mùa 2020 cu em về MU. Chưa bao giờ ngừng tin tưởng Amad, tiếc là qua mấy đời HLV thì đến giờ e mới đc trọng dụng. Tốt lắm em"
thằng số 15Mu làm cái qq gì vậy
trận này onana bắt quá hay
"Utd giờ ko phải đội bóng tầm trung, mà phải là tầm trung bình yếu."
"Cầu thủ 10háng mua tù vãi tiền đạo chạy chậm dứt điểm kém, tiền vệ không có tầm nhìn tổng quát."
Man đần đá hay nhỉ
Đúng trận tranh trụ hạng hay. Xem thấy bị ép cả trận cứ chỉ mong MU thắng để fan ra khỏi hang. May quá được mấy phút cuối trận với bù giờ lại bú được 3 bàn. Chúc mừg MU 🎉🎉🎉
nhà cái hân hạnh tài trợ bịp
Tuyệt vời amad
Đứa nhỏ này khống chế bóng phạm vi nhỏ hay thật..đấy mới gọi nhỏ mới có võ chứ
Dòng máu quỷ đỏ trổi dậy
Pha cuối thằng trung vệ bán cái chắc luôn 😂
Gánh cả giàn sao
"MU phòng thủ kiểu này thì không bao giờ khá hơn đc, trận nào cũng bị khoét trung lộ đơn giản vl"
Các cầu thủ MU chơi bóng giống như những đứa trẻ. Nếu ko có những pha cứu thua của Onana thì H1 chắc MU phải thủng lưới tới 4. 5 bàn
ganacho nên tìm bến đỗ mới thôi
"GOAT mới của Man đỏ, đỉnh em tôiii"
Xem đi xem lại hàng chục lần trong ngày không chán
"Lâu rồi mới thấy 1 cầu thủ trẻ không mấy tên tuổi MU mà lại hay như vậy, điêu luyện cả 2 chân Nhìn qua Antony trăm củ thấy chán, trái chân là đá ko được, con Gancho dứt điểm còn kém."
"Amad Dialo underrated vcl , t thấy maino còn kh bằng amad , ý t kh phải là maino đá dở mà có vài pha hơi ẩu làm mất bóng , nchung các tài năng trẻ ở MU là t thấy tiềm năng nhất"
Tuyệt vời Amad Diallo.
Tuyệt vời Amad ❤
Gần cuối tuần ra khỏi hang hóng tí nắng song cuối tuần lại vào hang ngủ đông 😂😂
thằng này đẳng cấp thật
Mấy thằng cu anti đâu ra đây nào 😂
Hattrick của amad diallo ông thủ môn thấy amad sút rồi ra trượt cỏ ăn mừng
thg c atony vẫn cứ đc vào sân đá...xem chán vkl
Eriksen kiến tạo 1 chạm cho Amad quá hay luôn
A long toàn trang thủ ôm cầu thủ gank a aay thôi 😂
"Trận đấu với tinh thần đứng dậy sau một thời gian dài tệ hại nhưng chỉ là dấu hỏi liệu phong độ tốt hơn được không ,antoni bán lỗ gấp không bán sẽ có ngày tệ hơn nữa."
"rất lâu rồi chúng ta mới thấy Mu có 1 cầu thủ lập hattrick,Onana trận này chơi cũng cực tốt,có mấy pha cứu thua ảo vch"
Đẳng cấp thật sự amad
Atony cánh phải và amad cánh phải :))))
MU xếp thứ 12 àh? Nãy giờ kéo hoài mới thấy😅😅😅
Tranh xuất trụ hạng mà kịch tính ghê kkk tưởng vô địch 😂
Thằng blv cứ nói cái câu may mắn đã đứng về phía Amadialo nghe khó chịu vô cùng.
Trận này antony là cầu thủ suất sắc nhất MU 😂😂😂
Ae mu win là điểm rank thua thì ae ta ỉm😅
Lên 12 rồi ae vui lên !!!!
Thằng Ganacho kkkk
Vkl Gà Chó vs Com Pa
Nhà cái bịp rồi dkm
"Thích cách chơi cầu thủ ghi 3 bàn dù mới tới mu,xem mấy trận trước cầu thủ này đá rất nhiệt huyết dù cho ra sau,mu đá nhiều trận hồi hộp quá thường ghi bàn gần hết trận,dù đội bóng đc xem là yếu hơn nhiều mà cũng thấy hồi hộp như đã thua, nhưng những phút cuối làm fan thật vở hòa."
Thắng đội bét bảng ăn mừng như vô địch 🤣🤣🤣🤣🤣
Quá điên rồ😮
Ganacho vs antony đúng 2 con súc phế vật 😂
Ăn rùa
Phải lâu lắm roiif mới có cầu thủ có 3 bàn thắng liên tiếp sau ronaldo
68.G.A.M.E - B.A.I. cổng game giải trí đa dạng với hàng loạt trò chơi cá cược hấp dẫn
bảo thằng anthony  cút đi
H ms có ng ghi đc hat-trick ở mu
Gia hạn hợp đồg. Càg đá càg cháy. Đây đích thực là mẫu cầu thủ chúg ta cần để trở lại đỉnh cao. Chứ k phải mấy t bản địa học viện ký đc hợp đồg cái phá đội ngay. Tôi có cảm giác hlv mới của chúg ta đã nhận ra điều mấu chốt mà nhiều đời hlv k làm đc
Xem chán quá đi ngủ khi hết hiệp 1 🥲🥲🥲🥲
Đưa áo số 7 cho amad đi hiền lành nỗ lực đưa chi cho thg mou toàn chấn thương đá như ke
Hậu vệ 60 triệu đá ko ổn tý nào.chạy chậm không chiến kém
Antony nên cút mẹ khỏi nhà hát đi là vừa
thay thg Atony ra thấy nó khác bọt vãi 😂 tối qua mấy thg xỉu 3.5 thua chắc sáng dậy hết hồn nhỉ
Ngôi sao sáng nhất của MU là amad diallo. Có thể nằm trong danh sách sao trẻ thời đại
"View cao vãi, đúng fan MU đông nhất VN có khác"
"Eriksen:""phong độ chỉ là nhất thời, đẳng cấp mới là mãi mãi."" Tuyệt vời cú chuyền cứa lòng đẳng cấp."
hàng thủ MU vẫn quá yếu kém
"Amad xứng đáng áo số 10 của R4 để lại , quá hay"
a Long mãi đỉnh.
"antony mà đá cc gì bây 
bán mẹ nó đi"
Có a đây
"Để Thằng Em Gánh Hàng Công Sml thể mà coi được à ,Anthony, Garnacho haha"
Đua top 3 thôi nào Mu
Nhìn thằng G17 ngứa mắt éo chịu đc
Như 1 vì tinh tú Dialo lấp lánh trên bầu trời rộng lớn ❤❤❤😂😂😂
clm chưa xem sx giay nào 3 cái quảng cáo
Hat trick đầu tiên của MU sau khi Cr7 rời đi 😂😂😂
Mu đá với đội đầu bảng có khác căng thẳng nghẹt thở tới giây cuối cùng.
😄
Anh Long vẫn giữ nguyên phong độ😂😂
Amad hay quá😊
F.b.6.8 game bài giải trí bậc nhất quá uy tín nạp rút nhanh chóng và nhiều ưu đãi hấp dẫn đang đợi bạn dành lấy.
Như đùa😂
Coi highlight mà k biết sao MU lại chỉ thủng có 2 bàn 😂
Vl antony
"Amad vừa có tài vừa có đức, quá xứng đáng."
người đầu tiên lập hattrick cho mu kể từ khi a liêm làm lần cuối :v
Có ai thấy quảng cáo hơi nhiều như t ko
Onana chụp khét đáy
Chỉ cần các bạn cống hiến thì chiến thắng sẽ đến với MU 🥰
Đá khiếp thật
Hay đấy nhưng chưa ra khỏi hang được
"MU cần những cầu thủ như vậy, còn những thằng khác bán hết đi"
Đá mãi vẫn top 12 đến 15
" từ màn toả sáng trận gặp ManCity là đã thấy Diallo quá toàn năng rồi, trận này đẳng cấp miễn chê luôn "
Cuộc chiến trụ hạng hấp dẫn hén. Ăn được sou mà mừng như vô địch. Đừng xem khi đang ăn  cơm nha
"Thắng thì thắng chứ nhìn đá thấy đần thật mấy bàn thắng toàn ăn may chứ nói thật chẳng có bài vở gì
Để thằng bé nó gánh còng lưng chẳng lẽ mấy cầu thủ ko thấy nhục ta đặc biệt thằng Antony"
Gần tết tranh thủ quảng cáo nhiều
perfect!
f.b.6.8 chơi chỉ có đỉnh thu nhập cao ổn định
HLV amurùa
Ngoài xoay compa atoni chả đc cái chó j
"Cmn, quảng cáo gì mà lắm thế"
Có lẽ sẽ là là lúc nên sa thải bớt dàn tiền đạo chân gỗ
Thăng blv sua bây nhiêu qua
Onana rất duyên với phản xạ tình huống nhưng cứ thấy k an tâm. Hy vọng cu em không phởn thì bắt ngon
Sao lại cho thằng chết tiệt ANTONY vào đá chứ
Đầu
"Onana bắt thế này thì ai dám chê, phản xả best rồi"
"Chúc mừng amad, chúc mừng Mu"
"Liệu có "" voi rừng "" tại MU như Chelsea đã từng có!"
Thắng dc bao nhiêu trận mà nổ lên dử vậy
xem bxh phải bấm xem thêm mới thấy dc logo MU
Xem đi xem lại ko ớn😅😅
"Đá với đội bét bxh mà tính cơ hội đội thua là đội khách cơ hội còn nhiều hơn cả chủ nhà, MU bao giờ trở lại!!!!"
Bản hợp đồng đáng đồng tiền bát gạo 😊
Cầu thủ đẳng cấp nhất của mu
Đá z mà thầy 10 cho dự bị 😂
dkm K+ hở tý là quảng cáo
Ko như mấy thằng mới nhú lên tí thì đói lương cao.😅
Cảm xúc thật sự xem trực tiếp rồi vẫn kiểm 2l xem lai
Kèo hay
garna và antony2008 đang chứng minh mình không thuộc về MU
Đá với đội cuối bảng mà như thế này thì đủ hiểu tầm MU đang ở đâu
"Sou ko thua Mu, Sou thua Amad Diallo"
hay
biết bao nhiêu bản hợp đồng  bom tấn cho cái cánh phải và cuối cùng cũng kiếm được 1 người đáng tin
"3-1 cho MU,cũng xứng đáng thôi,đội khách đá như mơ ngủ nhỉ.😂"
"Quá hay amad xứng đáng được khen ngợi gánh cả đội hình hôm nay…nhìn thằng granacho ,Anthony mà ngán ngẫm thật sự..còn ai cứ khen ngợi thằng yoro chứ t thấy nó phòng ngự đần hơn con trâu"
cài quảng cáo ít thôi
Mong MU trụ hạng thành công
hai cánh của mu chân gỗ trừ amad
thang loz garnacho sut nhu con cac
Yoro thủ như cc:)) ngu vl
đúng fan rooo siiuuuu
Đội bóng mu giờ ko như đội mu mà tôi từng hâm mộ.mu giờ dễ vỡ cảm giác như đội bóng nào dù mạng hay yếu củng có thể chọt rách lưới .ko phải đội bóng mà khi nghe tên thôi củng làm các đội bóng mạnh dè chừng đội yếu phải e sợ nửa
Đá hay quá real nó săn nữa🤣🤣
Thằng garnacho ngu thật :)) mà thằng antony thì ko nói r. Nên bán 2 thằng này gấp
"A Long vẫn là 1 cái gì đó vô dụng, tấu hài.😂"
Lisandro Martínez phòng ngự cái quái quỷ gì vậy?
Anh Long vẫn đá như ngày nào 
Nhìn quả compa nó biến bàn thắg thành cơ hội t tưởg MU toang rồi... Haha Antoni mãi là Antoni
VC. Câu đọc tỉ số nghe hơi chát nha...
Mấy ca xem e nó mà học hỏi kkkkkk...ko là cho ra đi hết
Lại la thằng atony
Amad Diallo là người hùng của Man United trong trận đấu này quá cảm xúc 🎉🎉
Siêu hậu vệ antony cũng ko thể cản nổi dialo 😂😂
Nhờ Antony vào thay đổi thế trận 😁
"ko phải tin nổi kể từ cú hatrick của CR7 
thầy cầu thủ tiếp theo ghi được ba bài lại là một   CDM 
😱"
1 video quảng cáo 5 lần
"coi 5 phút 2 cái quảng cáo 12s , 
!"
Em này cao và dày mình nữa thì đẹp
Cũng nên khen cho màn trình diễn của onana trận đấu này. Quá tuyệt vời
Tuyệt đỉnh Amad
MU đã bắt đầu đổi vận ! Một thế lực đang hình thành !
Mu vừa thắng southampton xong lên top 12 luôn
Ai nhập onana vậy 😂
Ai fan MU giơ tay😂
Fan mu toàn trẻ trâu vô học. Có học thì cũng thuộc loại Bẩn . bựa. bo.không có bạn giống cr7. Bảo sao CLb ngày càng đi xuống😅
Đưa thg lolll onana chụp là thấy nguu tới
Chúc mừng mu
Mấy ông thần cmt tự hào chắc hqua k xem trực tiếp. Đội bét bảng n ép cho như ch.os. Cuối trận nhờ Diallo toả sáng cá nhân thôi
Amad Diallo quá nhanh quá nguy hiểm
Ronaldo thứ 2 amadialo
"Tôi fan Chelsea, nếu cho cơ hội thì hlv MU hiện tại tại sẽ như wenger mua trẻ về dạy roi bán làm kinh tế, cup thì phải chịu hơi ít lại"
Fan ngu điểm danh
.
"Trc khi chê một ai đó thì phải đặt mình vào vị trí đó có hơn người ta không rồi mới có quyền phán xét , chắc đéo gì biết đá bóng mà ngồi chê đội bóng ngoại hạng anh ??? Ảo tưởng sức mạnh quá nó là ngu đấy các bạn ạ"
"Trận này ko ai khen Onana à, thấy chụp ok mà"
hay
"Giống coi quảng cáo quá, vài giây 2 cái quảng cáo...chán..."
"Bỏ 10 khó lấy ông hlv này ok hơn hẳn, mong chờ Mu đụng Liverpool lần nữa 🔥🔥🔥"
antony xin hãy nhận của tôi 1 lạy
Amad🎉🎉
hay
MỘT ĐỘI BÓNG YẾU NHƯ MU ĐẢ QUYẾT TÂM RẤT NHIỀU TRÊN SÂN NHÀ ĐỂ CỐ GẮNG ĐÁNH BẠI ĐỘI KHÁCH RẤT MẠNH SOUTHAMPTON ĐỂ TRÁNH XUỐNG HẠN :))
chuc mung MU va fan
Quảng cáo cô
Dialo Nó đá hay như vậy mà tenhag toàn cho dự bị
Fan anh long điểm danh 😂
1.29 thế mà sút trượt đc làm thua tài h1
Nhìn amad cố gắng níu kéo trận đấu đến giây phút cuối cùng thì tôi thấy đâu đó bóng dáng của cr7 trong người amad
onana quá hay
Amad 3-1southamton=))
😂😂😂
"Nó phải nhiệt thế chứ, cứ thều thào như ông Phớt kia nhìn ngứa mắt.đi bóng thì cứ chúi đầu vào,mất bóng thì đi bộ.mặt lúc nào cũng hằm hằm.chán!"
"Ồn ào thế nhỉ, có lẽ nào Mân được 3 điểm 🤔 chúc mừng Mân có một chiến thắng nhọc nhằn khi phải đối đầu với ứng cử viên xuống hạng 🤫"
